event_id,artist,price_zone,area,offer,ticket_price,currency,offer_type,url_id,city,venue,date,popularity,genre
vvG1IZ9fqFoPVW,blink182,4,0,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,2,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,19,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,16,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,23,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,15,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,18,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,20,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,0,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,2,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,19,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,16,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,23,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,15,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,18,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,20,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,0,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,2,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,19,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
